pca1,pca2
-0.1456720112620938,0.04780702858730921
0.16696623278610462,0.002443533137493762
0.0018491648429678398,0.1489081687145147
-0.2168367214917066,-0.035421906331796406
0.5815073763555747,-0.08004510255603677
-0.2875348939704951,-0.020557133126466332
0.2051065063926379,-0.1709428228494308
-0.028587962181600316,-0.06083440379621102
-0.39714279246611517,0.0308954507946574
-0.026736584412861066,-0.09658946387989797
0.22496447242322204,0.010123646980229894
-0.40522582300115034,-0.10591499333361079
0.11827679659808116,-0.1080416449650114
0.16255979171569152,-0.01780415395379452
0.1430434521240919,0.023941031088474188
-0.10298916835474332,0.12105953920127974
0.24992710865832282,-0.02367055126640907
-0.23612360150290979,-0.024354986643072316
-0.20446827976508072,0.1851553144836299
-0.471138125607204,0.11491259071433668
0.07217793905780931,0.007219903554314814
-0.05356295326681806,-0.028849643331964995
-0.006779420639162019,-0.053547029888338725
-0.2722265487356269,-0.10458765760722824
0.23223355769567577,-0.03926401069996519
0.2996876204631541,-0.03733230114025698
0.27537787217658544,0.057884175628029985
0.49260268665522133,0.08828780981308762
0.1931805998136041,0.1200353938454138
-0.3565701892002523,0.18243045781948342
0.11582725416934833,-0.06977233844520318
-0.22796590169171338,-0.1394619487590599
0.1670947251300663,0.14626308174354707
0.19022811892709582,-0.09880139940072476
0.17423197977041358,0.06901839758493275
-0.01313864489187289,-0.056579182483930804
-0.2684055577322965,-0.14514619513400734
-0.2377956663689687,-0.12491766696390047
0.012197871695371156,0.04263815232329593
-0.36763903623461497,-0.11429851176370456
-0.3171679885282721,0.011599734195784776
0.24624573051331325,-0.07006973134361559
0.09015464640410231,0.12087305593625083
0.018045954326546886,0.11031626863792816
0.26289079436742063,0.021864098800976617
0.34240992207465776,-0.07359759366420815
-0.25048425790910334,-0.1140420407696877
0.038245810205002756,0.03080323616356811
0.2642797381711684,0.03911993956822663
-0.08363738993814372,-0.0529236649853572
-0.07451167253007697,-0.014932279223597855
0.01661504403452654,-0.023858292917696342
0.15588407546651575,-0.059977731706547674
-0.1606261450565447,-0.05722378669956498
0.3112956993147854,0.09274533338462942
-0.3956912859397832,0.013792793829272119
-0.04563643868603649,0.09035431814930048
-0.22708697154525764,-0.011042002852523762
-0.2597964597532734,-0.06570672956106599
-0.4618670911935725,0.14312047694896754
0.20776556241414446,0.07596353647924108
0.3706926721859899,-0.05110649279150002
-0.33706393982613686,-0.16099766094783832
-0.07021813835687425,0.041035530334155544
-0.19038930231874618,-0.08259318474804068
-0.24083664971118235,-0.06734675110405247
-0.11999997929613151,0.10907930186698571
-0.24472576033893334,-0.03391418914169567
0.4296817661544777,0.11760861382986032
-0.11613261475343177,0.178638949008194
-0.0728721451247432,0.10493446735429432
-0.77333057815771,0.08932165458192715
-0.5766592151601125,-0.08344780008254567
-0.3277070199480765,0.04265746016683572
-0.5205655068798074,0.04963822464575121
-0.31629350158957953,0.06261638718994003
0.10819798675559844,-0.051975734445835205
0.39399127939816814,-0.07851980808938822
0.11728713928767397,0.027920778832990798
0.2873389996108825,-0.13472955117955754
0.06965891465652946,0.09089787870863852
0.13358402009472806,-0.0031242300422670527
-0.2672427343151604,0.019901508624937007
-0.42779371495782237,0.12201643084900332
0.11545480322859136,0.07432432543737491
-0.026450925207958994,-0.010467378940797734
0.05529424782900613,-0.049170233968558144
-0.21667930996363285,0.048591937375636815
-0.07612118271769973,0.0031756625111218966
-0.40278478518332017,-0.05302229188462979
0.1835970818313774,0.18223070698320315
-0.27147294848757786,0.040339817592778236
0.22194161532380846,-0.06899474567585388
-0.4700832773940459,-0.033423062042979665
-0.19999562776482602,0.060283890692854745
0.09553756450552484,-0.12481889020168446
0.46556393360029263,0.10094860114658659
0.316530416865737,0.16521365538826893
0.2097811407094496,0.004500284610723661
-0.47232891030206475,-0.00017497013093230356
0.09830088361207998,-0.011189509938669157
0.314208706251027,-0.058038295160454854
-0.11744913981881455,-0.01755547565801781
-0.09061141582097293,0.05783143072557901
-0.22287675252414607,0.11482477820147614
-0.2715229981713894,0.11308093188620545
0.44867204029554936,0.05407084136391881
-0.13135555737962798,0.00846951306123392
-0.2430433056195275,0.13276924088881917
-0.03360418580478105,0.021815926798071143
-0.13929421630659977,-0.13419997383980778
0.36520110293581837,0.18251728274289555
0.0077752794165360725,-0.13742422394653855
-0.16522113298155716,-0.03285502748776505
0.24423838555805452,0.001335984009682194
-0.2850483348216326,-0.06222987446330958
-0.13347306597626957,-0.06926059655665205
0.3024820205875036,0.08505962150701693
0.26694870003213667,0.0711143949157862
-0.2826643519882331,-0.10304304316481934
0.3200061043800006,-0.14837335781480707
0.08990084248913228,0.08129600982905524
0.14951248632607989,0.16737336368264988
0.4432520842474986,0.06151869532672098
0.543269463517501,-0.08888754773071522
0.024823941386814447,-0.0842577939306664
0.28787198431137334,-0.12398713465776502
0.2871641639038383,-0.06697275748382925
-0.09033421097547048,0.09242467906887047
-0.4642712347510835,0.20681401768713345
-0.0983983843610511,-0.005016310734302443
0.2691489818991552,0.02127381694959534
0.28184307313329526,0.03536294266043956
0.2330811002321463,0.15674501088108012
-0.15840758274499037,-0.04885336244528945
0.2128626331913649,-0.14116142158520903
0.34118646295691485,0.035693259961356125
0.07592937098772486,-0.08538012070614784
-0.11954885264480343,-0.07822657775126718
-0.29849205675638446,-0.020486599031194055
0.31206786421493465,0.1264992073711327
-0.1650931346890886,0.06212455319467012
0.260080982658916,0.16328488203894131
0.09384510296583316,-0.09664387363748524
-0.08285093179483027,0.15114411368419922
-0.46037944859076285,-0.10123667385328283
0.053407394928083655,-0.09365731212914272
0.4366577290968921,0.014640892003614597
-0.10088234210880324,-0.017874156429119832
0.11571591497914321,0.19869872575990438
-0.21409997138410528,-0.075629279145028
-0.14693976094768038,-0.07026027680661574
-0.0708188630459551,0.038967663387555855
-0.5730133713485773,-0.05464691366261175
-0.5066400093889024,0.20292712962878073
0.198214901421542,-0.03577696667920158
-0.7032173791865778,0.044206627114724714
-0.6790116725378824,0.06149447577331064
0.24735225332511962,-0.041875835263714266
-0.014994574963656304,-0.12887689703865549
-0.27462440496246543,-0.1287860272465722
-0.10154874280234001,0.02363823763757724
0.07892887740810882,-0.1439687748507579
-0.1772622292356529,-0.03933397109974639
0.06703724089614696,0.08328328329991308
-0.18491177534827502,0.05427166736046321
0.5081667688074168,0.046323693154395544
-0.3971716209526532,-0.1300094799138945
0.3446176168153106,-0.013289347858850546
0.12329486814891145,0.031001494703380404
-0.24702992656081013,-0.06807222673601503
0.12918093521203639,0.02075956069400873
-0.04524396441114661,0.20081065719364788
0.03987171493471899,0.15350419796580805
0.002276112732528052,0.01477169562070668
-0.08227584520954813,0.08053544200978434
0.07947332271835857,-0.03710718859103323
0.23539999919430715,0.07449297471609966
-0.1092765340782021,-0.20631788658649042
0.004597473642052199,0.0709608692388313
-0.5498221912326408,-0.10230578856517838
-0.2296431403185568,-0.0753994195952224
0.18074329103978498,0.09469070095071612
0.5018629187499309,0.03192411920261836
0.38967514178652907,0.0707626375775769
-0.02117266541758146,0.2586414858016775
0.20423595284471596,-0.10540342853338787
-0.5421825529529404,0.0981640429347241
0.04552532620469622,-0.10284248959932497
-0.041705984539514844,0.17704573747728805
0.15587998884995816,0.02526717414045376
0.17618024753664033,-0.04830159738356249
